adm_lvl_1,adm_lvl_2,adm_lvl_3,adm_lvl_4,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
FATA,NA,KURRAM AGENCY,NA,KURRAM AGENCY,URBAN,NA,38045,19272,18766,7,102.7,NA,NA,9,25145,0.022000000000000002
FATA,NA,KURRAM AGENCY,CENTRAL KURRAM F.R,CENTRAL KURRAM F.R,TOTAL,1470,229007,115335,113658,14,101.48,155.79,NA,8.14,181416,0.0123
FATA,NA,KURRAM AGENCY,CENTRAL KURRAM F.R,CENTRAL KURRAM F.R,RURAL,NA,229007,115335,113658,14,101.48,NA,NA,8.14,181416,0.0123
FATA,NA,KURRAM AGENCY,CENTRAL KURRAM F.R,CENTRAL KURRAM F.R,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,KURRAM AGENCY,LOWER KURRAM TEHSIL,LOWER KURRAM TEHSIL,TOTAL,940,133929,66691,67221,17,99.21,142.48,0.243,9.15,81323,0.026600000000000002
FATA,NA,KURRAM AGENCY,LOWER KURRAM TEHSIL,LOWER KURRAM TEHSIL,RURAL,NA,101386,50128,51248,10,97.81,NA,NA,9.09,64220,0.024300000000000002
FATA,NA,KURRAM AGENCY,LOWER KURRAM TEHSIL,LOWER KURRAM TEHSIL,URBAN,NA,32543,16563,15973,7,103.69,NA,NA,9.36,17103,0.0344
FATA,NA,KURRAM AGENCY,UPPER KURRAM TEHSIL,UPPER KURRAM TEHSIL,TOTAL,970,252436,124909,127514,13,97.96,260.24,0.0218,9.32,185571,0.0163
FATA,NA,KURRAM AGENCY,UPPER KURRAM TEHSIL,UPPER KURRAM TEHSIL,RURAL,NA,246934,122200,124721,13,97.98,NA,NA,9.38,177529,0.0175
FATA,NA,KURRAM AGENCY,UPPER KURRAM TEHSIL,UPPER KURRAM TEHSIL,URBAN,NA,5502,2709,2793,NA,96.99,NA,NA,7.38,8042,-0.0197
FATA,NA,MOHMAND AGENCY,NA,MOHMAND AGENCY,TOTAL,2296,474345,241549,232755,41,103.78,206.6,NA,9.37,334453,0.018500000000000003
FATA,NA,MOHMAND AGENCY,NA,MOHMAND AGENCY,RURAL,NA,474345,241549,232755,41,103.78,NA,NA,9.37,334453,0.018500000000000003
FATA,NA,MOHMAND AGENCY,NA,MOHMAND AGENCY,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TEHSIL,TOTAL,273,61951,31413,30538,NA,102.87,226.93,NA,8.96,30728,0.0375
FATA,NA,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TEHSIL,RURAL,NA,61951,31413,30538,NA,102.87,NA,NA,8.96,30728,0.0375
FATA,NA,MOHMAND AGENCY,AMBAR UTMAN KHEL TEHSIL,AMBAR UTMAN KHEL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,HALIM ZAI TEHSIL,HALIM ZAI TEHSIL,TOTAL,211,78705,40530,38163,12,106.2,373.01,NA,8.81,48418,0.0259
FATA,NA,MOHMAND AGENCY,HALIM ZAI TEHSIL,HALIM ZAI TEHSIL,RURAL,NA,78705,40530,38163,12,106.2,NA,NA,8.81,48418,0.0259
FATA,NA,MOHMAND AGENCY,HALIM ZAI TEHSIL,HALIM ZAI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,PINDIALI TEHSIL,PINDIALI TEHSIL,TOTAL,454,89711,45952,43752,7,105.03,197.6,NA,9.69,51276,0.0298
FATA,NA,MOHMAND AGENCY,PINDIALI TEHSIL,PINDIALI TEHSIL,RURAL,NA,89711,45952,43752,7,105.03,NA,NA,9.69,51276,0.0298
FATA,NA,MOHMAND AGENCY,PINDIALI TEHSIL,PINDIALI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,PRANG GHAR TEHSIL,PRANG GHAR TEHSIL,TOTAL,257,36569,18288,18281,NA,100.04,142.29,NA,8.21,18620,0.0361
FATA,NA,MOHMAND AGENCY,PRANG GHAR TEHSIL,PRANG GHAR TEHSIL,RURAL,NA,36569,18288,18281,NA,100.04,NA,NA,8.21,18620,0.0361
FATA,NA,MOHMAND AGENCY,PRANG GHAR TEHSIL,PRANG GHAR TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,SAFI TEHSIL,SAFI TEHSIL,TOTAL,322,98501,50353,48142,6,104.59,305.9,NA,11.04,71503,0.017
FATA,NA,MOHMAND AGENCY,SAFI TEHSIL,SAFI TEHSIL,RURAL,NA,98501,50353,48142,6,104.59,NA,NA,11.04,71503,0.017
FATA,NA,MOHMAND AGENCY,SAFI TEHSIL,SAFI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,UPPER MOHMAND TEHSIL,UPPER MOHMAND TEHSIL,TOTAL,513,51154,25723,25424,7,101.18,99.72,NA,8.87,80177,-0.0233
FATA,NA,MOHMAND AGENCY,UPPER MOHMAND TEHSIL,UPPER MOHMAND TEHSIL,RURAL,NA,51154,25723,25424,7,101.18,NA,NA,8.87,80177,-0.0233
FATA,NA,MOHMAND AGENCY,UPPER MOHMAND TEHSIL,UPPER MOHMAND TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,MOHMAND AGENCY,YAKE GHUND TEHSIL,YAKE GHUND TEHSIL,TOTAL,266,57754,29290,28455,9,102.93,217.12,NA,9.1,33731,0.0287
FATA,NA,MOHMAND AGENCY,YAKE GHUND TEHSIL,YAKE GHUND TEHSIL,RURAL,NA,57754,29290,28455,9,102.93,NA,NA,9.1,33731,0.0287
FATA,NA,MOHMAND AGENCY,YAKE GHUND TEHSIL,YAKE GHUND TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,NA,NORTH WAZIRISTAN AGENCY,TOTAL,4707,540546,277749,262764,33,105.7,114.84,0.008100000000000001,8.46,361246,0.021400000000000002
FATA,NA,NORTH WAZIRISTAN AGENCY,NA,NORTH WAZIRISTAN AGENCY,RURAL,NA,536182,274482,261667,33,104.9,NA,NA,8.47,355281,0.0219
FATA,NA,NORTH WAZIRISTAN AGENCY,NA,NORTH WAZIRISTAN AGENCY,URBAN,NA,4364,3267,1097,NA,297.81,NA,NA,6.99,5965,-0.0163
FATA,NA,NORTH WAZIRISTAN AGENCY,DATTA KHEL TEHSIL,DATTA KHEL TEHSIL,TOTAL,1807,75003,37377,37619,7,99.36,41.51,NA,8.47,110006,-0.0199
FATA,NA,NORTH WAZIRISTAN AGENCY,DATTA KHEL TEHSIL,DATTA KHEL TEHSIL,RURAL,NA,75003,37377,37619,7,99.36,NA,NA,8.47,110006,-0.0199
FATA,NA,NORTH WAZIRISTAN AGENCY,DATTA KHEL TEHSIL,DATTA KHEL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,DOSSALI TEHSIL,DOSSALI TEHSIL,TOTAL,250,39945,20770,19173,2,108.33,159.78,NA,9.33,20482,0.035699999999999996
FATA,NA,NORTH WAZIRISTAN AGENCY,DOSSALI TEHSIL,DOSSALI TEHSIL,RURAL,NA,39945,20770,19173,2,108.33,NA,NA,9.33,20482,0.035699999999999996
FATA,NA,NORTH WAZIRISTAN AGENCY,DOSSALI TEHSIL,DOSSALI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,GHARYUM TEHSIL,GHARYUM TEHSIL,TOTAL,320,11811,6339,5467,5,115.95,36.91,NA,6.85,3917,0.059699999999999996
FATA,NA,NORTH WAZIRISTAN AGENCY,GHARYUM TEHSIL,GHARYUM TEHSIL,RURAL,NA,11811,6339,5467,5,115.95,NA,NA,6.85,3917,0.059699999999999996
FATA,NA,NORTH WAZIRISTAN AGENCY,GHARYUM TEHSIL,GHARYUM TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,GHULAM KHAN TEHSIL,GHULAM KHAN TEHSIL,TOTAL,191,27015,14228,12786,1,111.28,141.44,NA,7.56,13251,0.0381
FATA,NA,NORTH WAZIRISTAN AGENCY,GHULAM KHAN TEHSIL,GHULAM KHAN TEHSIL,RURAL,NA,27015,14228,12786,1,111.28,NA,NA,7.56,13251,0.0381
FATA,NA,NORTH WAZIRISTAN AGENCY,GHULAM KHAN TEHSIL,GHULAM KHAN TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,MIR ALI TEHSIL,MIR ALI TEHSIL,TOTAL,605,184986,94496,90481,9,104.44,305.76,NA,7.7,93855,0.0363
FATA,NA,NORTH WAZIRISTAN AGENCY,MIR ALI TEHSIL,MIR ALI TEHSIL,RURAL,NA,184986,94496,90481,9,104.44,NA,NA,7.7,93855,0.0363
FATA,NA,NORTH WAZIRISTAN AGENCY,MIR ALI TEHSIL,MIR ALI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,MIRAN SHAH TEHSIL,MIRAN SHAH TEHSIL,TOTAL,402,100644,51870,48772,2,106.35,250.36,0.0434,9.16,67530,0.0212
FATA,NA,NORTH WAZIRISTAN AGENCY,MIRAN SHAH TEHSIL,MIRAN SHAH TEHSIL,RURAL,NA,96280,48603,47675,2,101.95,NA,NA,9.23,61565,0.023799999999999998
FATA,NA,NORTH WAZIRISTAN AGENCY,MIRAN SHAH TEHSIL,MIRAN SHAH TEHSIL,URBAN,NA,4364,3267,1097,NA,297.81,NA,NA,6.99,5965,-0.0163
FATA,NA,NORTH WAZIRISTAN AGENCY,RAZMAK TEHSIL,RAZMAK TEHSIL,TOTAL,191,15681,8229,7451,1,110.44,82.1,NA,6.91,5729,0.054299999999999994
FATA,NA,NORTH WAZIRISTAN AGENCY,RAZMAK TEHSIL,RAZMAK TEHSIL,RURAL,NA,15681,8229,7451,1,110.44,NA,NA,6.91,5729,0.054299999999999994
FATA,NA,NORTH WAZIRISTAN AGENCY,RAZMAK TEHSIL,RAZMAK TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,SHEWA TEHSIL,SHEWA TEHSIL,TOTAL,393,39290,19997,19290,3,103.67,99.97,NA,9.59,22956,0.0286
FATA,NA,NORTH WAZIRISTAN AGENCY,SHEWA TEHSIL,SHEWA TEHSIL,RURAL,NA,39290,19997,19290,3,103.67,NA,NA,9.59,22956,0.0286
FATA,NA,NORTH WAZIRISTAN AGENCY,SHEWA TEHSIL,SHEWA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,NORTH WAZIRISTAN AGENCY,SPINWAM TEHSIL,SPINWAM TEHSIL,TOTAL,548,46171,24443,21725,3,112.51,84.25,NA,12.43,23520,0.0361
FATA,NA,NORTH WAZIRISTAN AGENCY,SPINWAM TEHSIL,SPINWAM TEHSIL,RURAL,NA,46171,24443,21725,3,112.51,NA,NA,12.43,23520,0.0361
FATA,NA,NORTH WAZIRISTAN AGENCY,SPINWAM TEHSIL,SPINWAM TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,ORAKZAI AGENCY,NA,ORAKZAI AGENCY,TOTAL,1538,254303,127564,126728,11,100.66,165.35,NA,8,225441,0.0063
FATA,NA,ORAKZAI AGENCY,NA,ORAKZAI AGENCY,RURAL,NA,254303,127564,126728,11,100.66,NA,NA,8,225441,0.0063
FATA,NA,ORAKZAI AGENCY,NA,ORAKZAI AGENCY,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,ORAKZAI AGENCY,CENTRAL TEHSIL,CENTRAL TEHSIL,TOTAL,399,59132,29440,29691,1,99.15,148.2,NA,8.91,47122,0.012
FATA,NA,ORAKZAI AGENCY,CENTRAL TEHSIL,CENTRAL TEHSIL,RURAL,NA,59132,29440,29691,1,99.15,NA,NA,8.91,47122,0.012
FATA,NA,ORAKZAI AGENCY,CENTRAL TEHSIL,CENTRAL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,ORAKZAI AGENCY,ISMAIL ZAI TEHSIL,ISMAIL ZAI TEHSIL,TOTAL,275,23963,12058,11905,NA,101.29,87.14,NA,8.28,28843,-0.0097
FATA,NA,ORAKZAI AGENCY,ISMAIL ZAI TEHSIL,ISMAIL ZAI TEHSIL,RURAL,NA,23963,12058,11905,NA,101.29,NA,NA,8.28,28843,-0.0097
FATA,NA,ORAKZAI AGENCY,ISMAIL ZAI TEHSIL,ISMAIL ZAI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,ORAKZAI AGENCY,LOWER TEHSIL,LOWER TEHSIL,TOTAL,565,107323,53767,53550,6,100.41,189.95,NA,8.16,65416,0.0263
FATA,NA,ORAKZAI AGENCY,LOWER TEHSIL,LOWER TEHSIL,RURAL,NA,107323,53767,53550,6,100.41,NA,NA,8.16,65416,0.0263
FATA,NA,ORAKZAI AGENCY,LOWER TEHSIL,LOWER TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,ORAKZAI AGENCY,UPPER TEHSIL,UPPER TEHSIL,TOTAL,299,63885,32299,31582,4,102.27,213.66,NA,7.04,84060,-0.0143
FATA,NA,ORAKZAI AGENCY,UPPER TEHSIL,UPPER TEHSIL,RURAL,NA,63885,32299,31582,4,102.27,NA,NA,7.04,84060,-0.0143
FATA,NA,ORAKZAI AGENCY,UPPER TEHSIL,UPPER TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,NA,SOUTH WAZIRISTAN AGENCY,TOTAL,6620,675215,355611,319554,50,111.28,102,NA,7.98,429841,0.024
FATA,NA,SOUTH WAZIRISTAN AGENCY,NA,SOUTH WAZIRISTAN AGENCY,RURAL,NA,675215,355611,319554,50,111.28,NA,NA,7.98,429841,0.024
FATA,NA,SOUTH WAZIRISTAN AGENCY,NA,SOUTH WAZIRISTAN AGENCY,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,BIRMIL TEHSIL,BIRMIL TEHSIL,TOTAL,923,104282,54323,49948,11,108.76,112.98,NA,9.44,58512,0.0308
FATA,NA,SOUTH WAZIRISTAN AGENCY,BIRMIL TEHSIL,BIRMIL TEHSIL,RURAL,NA,104282,54323,49948,11,108.76,NA,NA,9.44,58512,0.0308
FATA,NA,SOUTH WAZIRISTAN AGENCY,BIRMIL TEHSIL,BIRMIL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,LADHA TEHSIL,LADHA TEHSIL,TOTAL,466,110842,57755,53080,7,108.81,237.86,NA,6.36,72278,0.0227
FATA,NA,SOUTH WAZIRISTAN AGENCY,LADHA TEHSIL,LADHA TEHSIL,RURAL,NA,110842,57755,53080,7,108.81,NA,NA,6.36,72278,0.0227
FATA,NA,SOUTH WAZIRISTAN AGENCY,LADHA TEHSIL,LADHA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,MAKIN TEHSIL,MAKIN TEHSIL,TOTAL,404,58646,30906,27738,2,111.42,145.16,NA,6.35,30528,0.0349
FATA,NA,SOUTH WAZIRISTAN AGENCY,MAKIN TEHSIL,MAKIN TEHSIL,RURAL,NA,58646,30906,27738,2,111.42,NA,NA,6.35,30528,0.0349
FATA,NA,SOUTH WAZIRISTAN AGENCY,MAKIN TEHSIL,MAKIN TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,SARAROGHA TEHSIL,SARAROGHA TEHSIL,TOTAL,813,98180,51479,46694,7,110.25,120.76,NA,7.57,72063,0.016399999999999998
FATA,NA,SOUTH WAZIRISTAN AGENCY,SARAROGHA TEHSIL,SARAROGHA TEHSIL,RURAL,NA,98180,51479,46694,7,110.25,NA,NA,7.57,72063,0.016399999999999998
FATA,NA,SOUTH WAZIRISTAN AGENCY,SARAROGHA TEHSIL,SARAROGHA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,SERWEKAI TEHSIL,SERWEKAI TEHSIL,TOTAL,398,54540,28695,25844,1,111.03,137.04,NA,7.2,31472,0.029300000000000003
FATA,NA,SOUTH WAZIRISTAN AGENCY,SERWEKAI TEHSIL,SERWEKAI TEHSIL,RURAL,NA,54540,28695,25844,1,111.03,NA,NA,7.2,31472,0.029300000000000003
FATA,NA,SOUTH WAZIRISTAN AGENCY,SERWEKAI TEHSIL,SERWEKAI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,TIARZA TEHSIL,TIARZA TEHSIL,TOTAL,734,45156,23649,21507,NA,109.96,61.52,NA,7.99,37708,0.0095
FATA,NA,SOUTH WAZIRISTAN AGENCY,TIARZA TEHSIL,TIARZA TEHSIL,RURAL,NA,45156,23649,21507,NA,109.96,NA,NA,7.99,37708,0.0095
FATA,NA,SOUTH WAZIRISTAN AGENCY,TIARZA TEHSIL,TIARZA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,TOI KHULLA TEHSIL,TOI KHULLA TEHSIL,TOTAL,567,50413,27462,22947,4,119.68,88.91,NA,9.34,36508,0.0171
FATA,NA,SOUTH WAZIRISTAN AGENCY,TOI KHULLA TEHSIL,TOI KHULLA TEHSIL,RURAL,NA,50413,27462,22947,4,119.68,NA,NA,9.34,36508,0.0171
FATA,NA,SOUTH WAZIRISTAN AGENCY,TOI KHULLA TEHSIL,TOI KHULLA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,NA,SOUTH WAZIRISTAN AGENCY,WANA TEHSIL,WANA TEHSIL,TOTAL,2315,153156,81342,71796,18,113.3,66.16,NA,10.19,90772,0.0279
FATA,NA,SOUTH WAZIRISTAN AGENCY,WANA TEHSIL,WANA TEHSIL,RURAL,NA,153156,81342,71796,18,113.3,NA,NA,10.19,90772,0.0279
FATA,NA,SOUTH WAZIRISTAN AGENCY,WANA TEHSIL,WANA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KP,NA,NA,NA,KHYBER PAKHTUNKHWA,TOTAL,74521,30508920,15444481,15062440,1999,102.54,409.4,0.188,7.83,17743645,0.028900000000000002
KP,NA,NA,NA,KHYBER PAKHTUNKHWA,RURAL,NA,24773492,12470370,12302031,1091,101.37,NA,NA,7.9,14749561,0.0276
KP,NA,NA,NA,KHYBER PAKHTUNKHWA,URBAN,NA,5735428,2974111,2760409,908,107.74,NA,NA,7.52,2994084,0.0347
KP,BANNU,NA,NA,BANNU DIVISION,TOTAL,4391,2042815,1034342,1008445,28,102.57,465.23,0.0681,NA,1165692,0.029900000000000003
KP,BANNU,NA,NA,BANNU DIVISION,RURAL,NA,1903615,960949,942639,27,101.94,NA,NA,NA,1071138,0.030699999999999998
KP,BANNU,NA,NA,BANNU DIVISION,URBAN,NA,139200,73393,65806,1,111.53,NA,NA,NA,94554,0.020499999999999997
KP,BANNU,BANNU,NA,BANNU DISTRICT,TOTAL,1227,1167071,592625,574422,24,103.17,951.16,0.042800000000000005,9.34,675667,0.0291
KP,BANNU,BANNU,NA,BANNU DISTRICT,RURAL,NA,1117123,564997,552103,23,102.34,NA,NA,9.45,627991,0.030699999999999998
KP,BANNU,BANNU,NA,BANNU DISTRICT,URBAN,NA,49948,27628,22319,1,123.79,NA,NA,7.42,47676,0.0024
KP,BANNU,BANNU,BANNU TEHSIL,BANNU TEHSIL,TOTAL,802,958103,485436,472643,24,102.71,1194.64,0.0521,9.06,572957,0.0274
KP,BANNU,BANNU,BANNU TEHSIL,BANNU TEHSIL,RURAL,NA,908155,457808,450324,23,101.66,NA,NA,9.16,525281,0.0292
KP,BANNU,BANNU,BANNU TEHSIL,BANNU TEHSIL,URBAN,NA,49948,27628,22319,1,123.79,NA,NA,7.42,47676,0.0024
KP,BANNU,BANNU,DOMEL TEHSIL,DOMEL TEHSIL,TOTAL,425,208968,107189,101779,NA,105.32,491.69,NA,10.98,102710,0.038
KP,BANNU,BANNU,DOMEL TEHSIL,DOMEL TEHSIL,RURAL,NA,208968,107189,101779,NA,105.32,NA,NA,10.98,102710,0.038
KP,BANNU,BANNU,DOMEL TEHSIL,DOMEL TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KP,BANNU,LAKKI MARWAT,NA,LAKKI MARWAT DISTRICT,TOTAL,3164,875744,441717,434023,4,101.77,276.78,0.10189999999999999,8.71,490025,0.031
KP,BANNU,LAKKI MARWAT,NA,LAKKI MARWAT DISTRICT,RURAL,NA,786492,395952,390536,4,101.39,NA,NA,8.83,443147,0.030600000000000002
KP,BANNU,LAKKI MARWAT,NA,LAKKI MARWAT DISTRICT,URBAN,NA,89252,45765,43487,NA,105.24,NA,NA,7.8,46878,0.0344
KP,BANNU,LAKKI MARWAT,LAKKI MARWAT TEHSIL,LAKKI MARWAT TEHSIL,TOTAL,2541,578874,292614,286257,3,102.22,227.81,0.1024,8.32,339934,0.028399999999999998
KP,BANNU,LAKKI MARWAT,LAKKI MARWAT TEHSIL,LAKKI MARWAT TEHSIL,RURAL,NA,519601,261879,257719,3,101.61,NA,NA,8.47,309467,0.0276
KP,BANNU,LAKKI MARWAT,LAKKI MARWAT TEHSIL,LAKKI MARWAT TEHSIL,URBAN,NA,59273,30735,28538,NA,107.7,NA,NA,7.24,30467,0.0356
KP,BANNU,LAKKI MARWAT,SARAI NAURANG TEHSIL,SARAI NAURANG TEHSIL,TOTAL,623,296870,149103,147766,1,100.9,476.52,0.10099999999999999,9.61,150091,0.0365
KP,BANNU,LAKKI MARWAT,SARAI NAURANG TEHSIL,SARAI NAURANG TEHSIL,RURAL,NA,266891,134073,132817,1,100.95,NA,NA,9.65,133680,0.037000000000000005
KP,BANNU,LAKKI MARWAT,SARAI NAURANG TEHSIL,SARAI NAURANG TEHSIL,URBAN,NA,29979,15030,14949,NA,100.54,NA,NA,9.22,16411,0.0322
KP,DERA ISMAIL KHAN,NA,NA,DERA ISMAIL KHAN DIVISION,TOTAL,9005,2015714,1037785,977800,129,106.13,223.84,0.2021,NA,1091211,0.032799999999999996
KP,DERA ISMAIL KHAN,NA,NA,DERA ISMAIL KHAN DIVISION,RURAL,NA,1608432,825156,783192,84,105.36,NA,NA,NA,929663,0.0292
KP,DERA ISMAIL KHAN,NA,NA,DERA ISMAIL KHAN DIVISION,URBAN,NA,407282,212629,194608,45,109.26,NA,NA,NA,161548,0.049800000000000004
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,NA,DERA ISMAIL KHAN DISTRICT,TOTAL,7326,1625088,837685,787301,102,106.4,221.82,0.2217,7.96,852995,0.0344
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,NA,DERA ISMAIL KHAN DISTRICT,RURAL,NA,1264870,649892,614919,59,105.69,NA,NA,8.28,727188,0.029500000000000002
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,NA,DERA ISMAIL KHAN DISTRICT,URBAN,NA,360218,187793,172382,43,108.94,NA,NA,7,125807,0.056799999999999996
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,DARABAN TEHSIL,DARABAN TEHSIL,TOTAL,1540,124318,64533,59784,1,107.94,80.73,NA,8.22,73658,0.0279
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,DARABAN TEHSIL,DARABAN TEHSIL,RURAL,NA,124318,64533,59784,1,107.94,NA,NA,8.22,73658,0.0279
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,DARABAN TEHSIL,DARABAN TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN TEHSIL,TOTAL,1167,725449,374787,350595,67,106.9,621.64,0.3005,7.86,362790,0.0371
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN TEHSIL,RURAL,NA,507431,260671,246730,30,105.65,NA,NA,8.62,270676,0.0336
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,DERA ISMAIL KHAN TEHSIL,DERA ISMAIL KHAN TEHSIL,URBAN,NA,218018,114116,103865,37,109.87,NA,NA,6.54,92114,0.0463
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,KULACHI TEHSIL,KULACHI TEHSIL,TOTAL,1229,101892,52706,49184,2,107.16,82.91,0.2429,8.16,67256,0.022099999999999998
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,KULACHI TEHSIL,KULACHI TEHSIL,RURAL,NA,77139,39956,37181,2,107.46,NA,NA,8.67,48143,0.025099999999999997
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,KULACHI TEHSIL,KULACHI TEHSIL,URBAN,NA,24753,12750,12003,NA,106.22,NA,NA,6.91,19113,0.0137
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAHARPUR TEHSIL,PAHARPUR TEHSIL,TOTAL,1657,381086,194708,186355,23,104.48,229.99,0.20350000000000001,7.76,218589,0.0296
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAHARPUR TEHSIL,PAHARPUR TEHSIL,RURAL,NA,303520,154668,148834,18,103.92,NA,NA,7.64,204009,0.021099999999999997
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAHARPUR TEHSIL,PAHARPUR TEHSIL,URBAN,NA,77566,40040,37521,5,106.71,NA,NA,8.27,14580,0.09179999999999999
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAROA TEHSIL,PAROA TEHSIL,TOTAL,1733,292343,150951,141383,9,106.77,168.69,0.1364,8.32,130702,0.0432
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAROA TEHSIL,PAROA TEHSIL,RURAL,NA,252462,130064,122390,8,106.27,NA,NA,8.41,130702,0.0352
KP,DERA ISMAIL KHAN,DERA ISMAIL KHAN,PAROA TEHSIL,PAROA TEHSIL,URBAN,NA,39881,20887,18993,1,109.97,NA,NA,7.75,NA,NA
KP,DERA ISMAIL KHAN,TANK,NA,TANK DISTRICT,TOTAL,1679,390626,200100,190499,27,105.04,232.65,0.12050000000000001,8.85,238216,0.0263
KP,DERA ISMAIL KHAN,TANK,NA,TANK DISTRICT,RURAL,NA,343562,175264,168273,25,104.15,NA,NA,8.98,202475,0.0282
